Name,Symbol,Price,Market Cap,24h Change (%),7d Change (%),Volume 24h,Circulating Supply
Baby Doge Coin,BabyDoge,5.80787673699926e-10,101245790.90292989,-5.56875004,-12.87232866,7341327.03739661,1.743249650219682e+17
DigiByte,DGB,0.0055759185556536525,100676289.8534097,-3.9192664,-6.24160045,2462680.89927198,18055552434.733803
AWE,AWE,0.05172578306730211,100473210.18538564,-4.27959853,-8.75266351,3664714.25008037,1942420283.0270672
Frax USD,FRXUSD,0.9986019887326515,99842487.7290902,-0.01515681,-0.03860489,0.0,99982264.06078218
Velo,VELO,0.005659123992776071,99396152.72854307,-0.82221256,-7.86626976,110273869.38617122,17563876115.0
RealLink,REAL,0.07194429923889087,98854470.97261788,-0.69224402,-8.62338452,7151243.99814389,1374041752.0
Threshold,T,0.008833930633371624,98542496.21526046,-6.09931195,-19.67996793,5458906.90176194,11155000000.0
Axelar,AXL,0.08993731224019239,97891272.18516773,-12.99413526,-27.58537356,19574738.44632596,1088438933.150826
MNEE,MNEE,1.0013419873315217,97399885.8609238,0.24474715,0.01141901,82125.0141871,97269351.6233
Linea,LINEA,0.00628765033768246,97346332.15710227,-9.85281231,-17.90164809,42881886.32284451,15482147850.0
Mina,MINA,0.0767780872235331,97239396.93634179,-7.65854205,-16.75451631,9819574.13032237,1266499341.8400393
CoW Protocol,COW,0.17830386814276633,97223112.21979477,-4.99756106,-9.08374324,4229586.44119949,545266422.0495154
SOON,SOON,0.32716004546173416,96757484.66922505,-2.58092849,-23.49507349,11571694.46934096,295749698.0802387
Official Melania Meme,MELANIA,0.10177591446649838,94905693.79190208,-0.23864699,-10.12700488,6127677.6923431,932496595.971557
Yooldo,ESPORTS,0.40602664684210876,93932382.8134134,-1.05381498,-8.35081161,920125691.0923036,231345364.99999914
Jelly-My-Jelly,JELLYJELLY,0.09186610496815309,91866022.19679251,-1.65623471,65.17777759,30858431.32221441,999999099.0
c8ntinuum,CTM,0.10303293074396848,91584772.88136454,-1.24846327,-7.70344519,1006234.84096005,888888360.45
Movement,MOVE,0.032393405494165285,90701535.3836628,-11.56266194,-17.06022781,26470398.30364653,2800000000.0
UPCX,UPC,0.9119341767716566,89441325.47403403,4.02069594,-11.05365019,521528.98814204,98078707.6
Zilliqa,ZIL,0.004554131971616097,89347362.8583802,-6.24607594,-14.19686183,10831513.88068023,19618966559.43285
ChainOpera AI,COAI,0.46985769255982207,88333292.24730042,-12.16663042,-4.26441937,21344116.41529599,188000098.0
Nano,XNO,0.6602949260278926,87983174.41095766,-4.29210621,-10.50888226,1362330.76779393,133248297.0
KUB Coin,KUB,1.2504042800241884,86246355.12410967,-0.4642318,-1.7834937,217775.02681606,68974776.0
ZIGChain,ZIG,0.061106767532373346,86095817.64158663,4.01063789,-1.42074522,13841968.42525006,1408940795.2396517
Mog Coin,MOG,2.1954273813735648e-07,85746264.18068275,-8.98909446,-20.01357723,7664132.14485544,390567526433216.7
NEXPACE,NXPC,0.37622485984381804,85287066.45754181,-2.6353169,-23.04587473,15922242.5347555,226691735.60978127
Uchain,UCN,1704.6566503529396,85232832.51764698,0.17081314,2.12837433,16611597.94988376,50000.0
HashKey Platform Token,HSK,0.2586545159723101,84916279.92160004,-9.97786569,-9.75037251,5439402.88215889,328300009.0
RaveDAO,RAVE,0.36646663861555445,84397266.8731622,16.50620979,126.76307296,527363558.5306405,230300000.0
Safe,SAFE,0.1251836585017979,84362157.6453572,-6.15046251,-17.59201599,7945778.13966102,673907111.0
SentismAI,SENTIS,0.43098232780772405,84472536.25031391,20.25246961,172.75477931,128978534.81617907,196000000.0
Open Campus,EDU,0.1320106760285647,83294146.6948295,-3.01379284,-3.25580986,5846394.02127893,630965231.0
Verge,XVG,0.004992310796187624,82482715.52827698,-7.85609878,-17.55692382,7274397.71349039,16521951235.741348
Aleo,ALEO,0.112042149405242,82446982.19390124,-1.10229101,-10.12592078,6790011.3980041,735856841.657876
Terra,LUNA,0.11595493398370083,82326198.74405937,-5.51784167,-46.83778314,124885949.45373031,709984438.91686
Kava,KAVA,0.07584695500518479,82130697.97303051,-12.05104098,-27.78615749,4793642.37028698,1082847663.0
Astar,ASTR,0.009940427499610412,82058437.95707,-7.49808103,-19.33472171,4252259.59378548,8255021020.0
Keep Network,KEEP,0.08427670714212553,81561906.15002553,-8.69444844,63.09803847,11729.59076714,967787054.2862843
ZetaChain,ZETA,0.06929605225250601,81032349.2457979,-7.6394728,-15.46348303,7663703.71368637,1169364583.0
Request,REQ,0.10168571929320422,81012486.91071269,-0.33155599,-5.1470385,3039620.34463607,796694830.6390833
Folks Finance,FOLKS,6.610098555349227,80632672.48822224,-39.7610732,-56.47173158,32270869.35319114,12198406.999994
Popcat (SOL),POPCAT,0.08210017669488709,80455971.6119112,-9.06048289,-16.75889134,18344203.56752266,979973184.6
GMX,GMX,7.755047160335867,80349594.40701103,-4.40143143,-10.42316668,5734498.5622115,10360942.07369477
ORDI,ORDI,3.8258530003312017,80342913.00695524,-14.11994757,-3.38922322,39914630.81043553,21000000.0
SushiSwap,SUSHI,0.2799179138895507,80289541.09089881,-6.60980675,-13.01594988,16805614.4030233,286832450.1824462
Comedian,BAN,0.08028475485141129,80281692.7105765,3.97054146,33.32472179,10552439.83249612,999961859.0
Holo,HOT,0.0004531924583552512,79404788.43035568,-6.33073463,-11.37559654,7517050.72797517,175212069323.7825
Magic Eden,ME,0.21349067958894033,79056816.13877596,-6.64635195,-24.18477801,10893749.60433057,370305702.764138
Vana,VANA,2.6108214601044675,78543952.8057828,-2.27097298,-5.08373473,10770396.87259513,30084000.0
Oasis,ROSE,0.010478449100732215,78445361.93435906,-9.47434813,-16.57517248,4275747.38455239,7486352339.0
Bio Protocol,BIO,0.04158426427791313,78365758.79553626,-8.68596073,-14.22575757,33889287.89061628,1884505116.45
VVS Finance,VVS,1.824218332760221e-06,78170843.251634,-4.96161494,-10.77664317,525525.61392149,42851692611461.62
MANTRA,OM,0.06838054177551565,78162222.39562015,-13.86432161,-5.85474052,65271389.00655697,1143047720.3912258
Huma Finance,HUMA,0.030135537250553235,78085195.07777166,-5.95450697,14.21462899,15445543.13643196,2591133333.0
Waves,WAVES,0.6523772911785252,78042886.76839481,-6.7572303,-11.64241815,14627728.59711903,119628454.0
EUR CoinVertible,EURCV,1.1747570944165264,77247267.5878413,0.14858256,0.59452046,16503786.75100043,65755949.0
XPR Network,XPR,0.0027177657452019965,76703510.92652346,1.11760909,-19.68149164,2786890.32347752,28223003053.8642
Rekt (rekt.com),REKT,2.731999598276509e-07,76532536.05914211,-9.93986822,-27.53858934,993021.29917402,280133774936946.97
WhiteRock,WHITE,0.00011755454816207749,76410456.30535036,-3.68748203,-0.59490325,340088.24860318,650000000000.0
Alchemy Pay,ACH,0.007813443169103285,76356213.31946011,-6.34720185,-10.80465912,7839668.45115859,9772415523.721432
Siacoin,SC,0.0013621594942938924,76315852.71240337,-5.00655453,-14.9861585,5377183.56374464,56025636522.075195
VeThor Token,VTHO,0.0007859816177506143,76250111.2231093,-5.54442163,-15.26552129,1569774.56541799,97012588464.0
Berachain,BERA,0.5551664404303347,76199678.24859568,-10.63497697,-27.24089893,26561750.34631825,137255555.6303617
Non-Playable Coin,NPC,0.010051556286384496,75706005.30379409,-7.43026042,-23.46099037,5758596.67508438,7531769523.724692
Moca Network,MOCA,0.01909619398184486,75481380.88173756,-1.15662348,-10.10672648,6072039.16415585,3952692403.1825
Centrifuge,CFG,0.13144507762313662,75378227.90603666,-0.77947781,-8.13980717,2021054.9323328,573457974.0
AI Companions,AIC,0.10026848220799957,75201331.57545501,10.83903533,-2.33694075,2859471.66695223,749999700.0
lisUSD,lisUSD,0.9974544452994265,75164486.4528525,-0.02054526,-0.16630308,6.57071842,75356310.06214908
Snek,SNEK,0.0010037512175075788,75048967.71682161,-5.11491343,-15.81900344,5189733.19670393,74768494830.0
Celo,CELO,0.126962499747603,74842029.81339167,-7.17212799,-21.92910763,9789865.71504625,589481382.0
Burnedfi,BURN,5.999835147750749,74359783.45850104,-2.92248005,-11.10160322,908515.29139173,12393637.76292711
Stargate Finance,STG,0.11230520511609346,74228279.29191819,-8.48480263,-9.39452659,5355995.55380337,660951371.0
Power Protocol,POWER,0.35272556488470364,74072368.62578776,15.57880705,53.11270034,40515971.08112121,210000000.0
cat in a dogs world,MEW,0.0008306828898128241,73838479.09373488,-7.94649781,-20.5757554,18889401.58276625,88888888888.0
SPACE ID,ID,0.06056483930119363,73342002.576887,-6.66677507,-16.52713632,4753171.30583526,1210966683.3614721
Impossible Cloud Network,ICNT,0.4378597896575611,73221612.11856124,28.12419576,72.40615973,33208809.57744476,167226162.0
Qubic,QUBIC,5.60990052198713e-07,73061318.27781665,-6.44161202,-17.44207016,1940001.82859129,130236388312884.0
Numeraire,NMR,9.533969850735236,73060243.04347412,-6.35213506,-13.62359203,8509534.92901454,7663150.20786854
Euler,EUL,3.0004660542021964,72744082.65755777,-5.67488438,-14.16943001,4591111.52361248,24244261.17258638
Loopring,LRC,0.05280946262186987,72247340.91551392,-5.71518985,-13.26013856,16681507.63612375,1368075669.1811948
aelf,ELF,0.08784382702488122,71689209.60032558,-0.31173934,4.31686541,1573230.26036663,816098433.1889373
InitVerse,INI,0.13090033551193683,71515545.01999651,-1.66378165,1.54546324,1603353.1272533,546335842.0
Paycoin,PCI,0.06731648899127238,71428585.16736901,0.08958792,-4.07741582,860043.36174307,1061086016.7800754
Venus,XVS,4.34251455951078,71184715.07268661,-3.48407819,-6.18569944,11805716.80333665,16392510.39856183
Staika,STIK,0.5293914528535357,71086828.68300466,1.89607694,-6.18700145,111195.87998594,134280272.75436938
Blur,BLUR,0.026652931908937257,70621661.72277418,-10.22113959,-20.41695476,10960850.6446333,2649677039.811644
Victoria VR,VR,0.004188806601829311,70371950.91073242,-0.61101793,13.70406391,2189326.73563842,16800000000.0
Peanut the Squirrel,PNUT,0.07021420986870336,70203759.83022787,-6.8085757,-16.33816456,22213102.8529704,999851169.179358
XYO,XYO,0.0051017700363826125,69665614.83804835,-4.4426831,-11.85961172,10249420.06956723,13655185228.114368
Grass,GRASS,0.2852438171100671,69572419.16941828,-6.48305277,-13.72790486,23945771.08610789,243905091.0
Succinct,PROVE,0.3560877460397959,69437110.4777602,-6.11277581,-15.03152868,10533486.87667565,195000000.0
QuantixAI,QAI,85.844770299481,69014056.55103873,-1.57306103,-6.46858513,5469776.05170027,803940.13881421
Moo Deng (moodengsol.com),MOODENG,0.06861303940976014,67924973.52209805,-6.74089293,-19.85405035,25668631.45066365,989971791.17
Orbler,ORBR,0.06601165450576638,67040561.66163413,-0.33907431,-18.07938914,11514.70826666,1015586750.0
IoTeX,IOTX,0.007030548049284803,66377998.2578865,-5.03502924,-13.46435054,4539781.56356686,9441368979.0
Sahara AI,SAHARA,0.026838771220016926,66059721.37954833,-2.80049516,-16.80585974,89568538.96502584,2461354167.0
Chia,XCH,4.581624298859529,66029114.03010564,-3.99345602,-16.70377152,2717425.61580237,14411726.0
MultiBank Group,MBG,0.5043583865246183,65771174.24632955,3.21883403,0.76519988,12775588.71192459,130405632.19249491
Drift,DRIFT,0.1445218668185847,65332905.107181884,-10.21353368,-31.39626995,9643607.82811043,452062421.731605
Orca,ORCA,1.077563073520629,64823164.242668524,-3.21292131,-8.40445165,16358250.49867752,60157187.858041
MindWaveDAO,NILA,0.07579548590263993,63877871.85391728,-1.07639511,2.41267826,290155.69246769,842766176.55
BitDCA,BDCA,0.8423852982792156,63607522.71930844,-3.92276942,-7.77363728,421683.65459328,75508823.39618564
Pieverse,PIEVERSE,0.3627242306442756,63476740.36274823,0.7778422,-50.03123368,27320355.93567837,175000000.0
RedStone,RED,0.20886998362762113,62536118.20004488,-8.183078,-19.2561551,4874763.3655065,299402131.0
Useless Coin,USELESS,0.06240201525412389,62345245.652636744,-15.13114601,-31.70236251,24159520.15348702,999090260.12612
Ankr,ANKR,0.00622533873810199,62253387.3810199,-7.72953976,-16.08781779,6821366.66440351,10000000000.0
Irys,IRYS,0.03109057604318102,62181152.08636204,-0.79474129,-1.33252198,12226021.98660943,2000000000.0
Status,SNT,0.012959830662135087,62175048.70372604,-5.82481935,-12.82050653,4247131.46221718,4797520147.0327635
Bitlight,LIGHT,1.4432598468321,62142398.81377402,-9.72234629,54.42633914,24232576.09067323,43056972.0
Giggle Fund,GIGGLE,62.01920174839708,62019201.74839708,-8.52311369,-16.86777225,48059290.21235565,1000000.0
River,RIVER,3.15678727776158,61873030.64412697,40.52613382,-48.35261116,25414530.97408172,19600000.0
Casper,CSPR,0.0045127939059236765,61753075.3557156,-5.19701845,-17.41565652,1248521.93362792,13684000786.0
Yala,YU,0.7309785200711153,60861066.69104984,30.49036131,320.1467817,602.85227474,83259719.70438857
SKALE,SKL,0.010037192804132844,60844820.43846261,-5.15912749,-16.82095104,7385053.47785703,6061936004.0
UMA,UMA,0.6820919805890616,60774570.029999286,-7.1827116,-13.90704622,6331397.55423409,89100255.91785106
Tesla tokenized stock (xStock),TSLAX,471.1118910062043,60301426.86734824,-4.59529168,5.54873624,28155638.92501694,127998.09985385
GEODNET,GEOD,0.1373335828853637,60258947.277927056,1.0224789,-6.54103996,960060.49758169,438777945.0
World Mobile Token,WMTX,0.0750337189505937,60072068.448514834,-4.44448766,-7.07445738,12806514.81708561,800600973.651187
Venus BUSD,vBUSD,0.022287546160819648,60059821.24293866,0.01000901,-0.089991,0.0,2694770470.0
Avantis,AVNT,0.23225878438680173,59970589.18634398,-9.08290927,-21.7641822,25405574.37831885,258205903.14667922
OVERTAKE,TAKE,0.3294465482060982,58258691.09403527,-0.11154653,-7.6556471,6649897.68158844,176838068.0
Tagger,TAG,0.0005356218347980165,58063856.07329305,-8.19124391,16.20053731,5788445.09443361,108404572594.0
Tornado Cash,TORN,11.005493880056832,57890696.44902434,-2.13804474,-14.22442603,63535.12764284,5260163.43109587
GOHOME,GOHOME,114.70625339142153,57341082.53910466,-1.27783989,-2.45006442,2298227.05608146,499895.0
ICON,ICX,0.05206935433015792,56367770.22375759,-3.25531517,-20.57861249,1894653.60076286,1082551741.7854762
Sologenic,SOLO,0.14030444487059035,55950045.754090436,-3.79277326,-22.17121711,3587064.84923576,398776003.1814808
OG Fan Token,OG,12.361891930082582,55690768.17313152,-4.26635016,-3.52386961,17790036.37732803,4505036.0
Pundi X (New),PUNDIX,0.21552996906616792,55690043.21038083,-3.4739743,-6.70704884,2010168.46507748,258386541.0999244
Frax (prev. FXS),FRAX,0.6351760986750309,55684617.97213487,-5.36756113,-12.82126613,4736031.18225103,87667999.61190647
Pirate Chain,ARRR,0.28251086624726984,55432530.03432687,-1.10539691,7.69329393,126011.31656587,196213797.97055
Memecoin,MEME,0.0009268214140620681,55240109.095224224,-6.85594277,-16.77888013,10717286.16427829,59601675422.14866
Lagrange,LA,0.28524960603888333,55053173.96550448,-8.26935036,-16.63283968,25425342.43629119,193000000.0
Altlayer,ALT,0.01110035163416911,55048203.56852203,-6.34334464,-12.20468384,11054741.6079312,4959140519.3933325
BUSD,BUSD,0.9991918276634655,54981753.42201567,0.00479647,-0.09369957,2036934.70707992,55026224.09411248
Anchored Coins AEUR,AEUR,1.1445220999242993,54856491.70533335,0.38541872,-0.99018891,20018.83835723,47929604.6
Defi App,HOME,0.020167187673960453,54854750.47317243,-5.34204364,-13.76135321,20916683.17947731,2720000000.0
EthereumPoW,ETHW,0.5084825641506597,54824081.10106595,-3.96891039,-7.41627766,9119043.49935251,107818999.04993
BIM,BIM,1.8225813672028208,54677441.01608463,-1.02390841,-9.39617021,322187.14158924,30000000.0
Ardor,ARDR,0.05409791260882345,54014938.921380855,0.17200017,-6.17475943,7490260.03528096,998466231.2566
Mask Network,MASK,0.5372296309100015,53722963.09100015,-6.53805344,-11.96676051,22138811.00173413,100000000.0
Solayer,LAYER,0.17161377128960587,53631715.86817836,-4.92071152,-11.78337507,109542522.84699133,312514056.79834664
iExec RLC,RLC,0.6142253543312426,53437473.76028709,-10.3553612,-15.81329818,5890158.59787242,86999784.9868455
Law Blocks (AI),LBT,0.21719998858009945,53213560.195747346,-0.07865139,-0.58315522,566625.66812058,244997988.0
Matrixdock Gold,XAUM,4348.005454262485,52256467.159030624,0.11951404,2.81280322,508206.09504095,12018.49162995
Infrared,IR,0.25488312285031445,52251040.18431446,-25.49407312,-25.49407312,130286692.97639629,205000000.0
VNDC,VNDC,3.685802192277908e-05,52060717.14713128,-0.24037678,0.71979289,15893489.21965743,1412466389439.0
Tokenlon Network Token,LON,0.4178911911481088,51855815.793721326,-1.684084,-8.62978752,41487.63354417,124089277.04662387
Band,BAND,0.30555392127263603,51755957.61780814,-6.90342856,-15.16847177,3747008.27271646,169384039.983005
ApeX Protocol,APEX,0.4059369735598778,51585259.284060165,-2.70319373,-19.26081686,12120680.07259682,127077016.0
Pax Dollar,USDP,0.9994587081132983,51541541.08411764,-0.01695195,-0.03985524,1711855.00201256,51569455.21182543
Ontology,ONT,0.05543132074371866,50944960.3585858,-7.84214032,-17.5544787,4454214.64815571,919064523.0
Tellor,TRB,18.596539124347107,50871055.933121,-7.16541098,-11.09938074,20123446.83797332,2735512.0
StorX Network,SRX,0.06958569273571706,50480803.57213987,-0.20427199,2.76927551,3260703.84499738,725448028.0
Eurite,EURI,1.1742117991421623,50278496.355161555,0.20205524,0.53900817,15542433.12941238,42818932.99990108
Enjin Coin,ENJ,0.02627190968892396,50269409.60455342,-5.63946877,-17.78455109,6902147.34837129,1913428075.8336582
COTI,COTI,0.01973877461513639,50205209.126459636,-9.73760024,-20.39145698,6226229.77907756,2543481553.711065
Venice Token,VVV,1.1930630252393875,50187441.183900855,9.21297972,11.95934655,6327062.64682282,42066043.55526882
Notcoin,NOT,0.000495813526118901,49300526.840432115,-5.68734034,-12.61239278,11382613.02284574,99433606070.2978
ECOMI,OMI,0.00017508628845995465,49297820.46643821,-1.41933393,-3.36854589,2509702.69490557,281562999022.1279
BounceBit,BB,0.05287205057136258,49008914.542328045,-11.67391037,-31.98555853,13122907.76835591,926934250.0
Polymesh,POLYX,0.048284030893521374,48896621.82789617,-7.30563086,-17.2161324,2378377.87026796,1012687236.815951
Harmony,ONE,0.0032942434864736063,48742128.0995328,-8.09259337,-12.06338668,6129843.30636547,14796152227.262915
peaq,PEAQ,0.029841897999653262,48569165.318011835,-2.9994033,-21.53165117,2389679.57269816,1627549471.5039964
siren,SIREN,0.0664533705629933,48439612.67033796,-3.14318967,-23.66959153,11144183.12006243,728926347.3012326
LCX,LCX,0.050923028788139445,48349842.9238252,-2.45807011,-27.27806842,416698.87685807,949469112.0
Pythia,PYTHIA,0.04841664054776703,48327595.864411205,-1.12982388,0.92923679,337132.45790064,998160866.13304
Storj,STORJ,0.11387301221611552,48165252.71238494,-6.04220779,-17.29566315,3578056.72541271,422973378.63491154
Babylon,BABY,0.01680200099615475,47634288.11303916,-3.05092766,-10.6286395,5317236.0746613,2835036619.98
ChangeNOW Token,NOW,0.5602025283407489,47507230.346574515,-3.14632148,-9.01077232,1986.62652392,84803670.0
Humidifi,WET,0.20624239390387486,47435750.59789122,2.74115424,-8.39462212,300021811.49544173,230000000.0
Ark,ARK,0.2458662973848223,47307163.29203675,-5.70609064,-14.12096766,2687668.85178253,192410118.0
Decentralized Social,DESO,5.303020798441165,47114879.19249927,-4.20084075,-10.99949721,35732.21815055,8884536.0
SmarDex,SDEX,0.005005044705204084,46770629.18138641,-18.84800225,108.34642151,1642333.45102837,9344697587.367365
Plume,PLUME,0.014867028057116153,46620227.16744738,-6.32694958,-25.64879154,20646666.29462058,3135813492.0
Gemini Dollar,GUSD,0.9999548135751413,46568078.02995368,-0.00243203,0.02278822,4596446.9704215,46570182.37
StraitsX USD,XUSD,0.9997131161123759,46083070.16684283,-0.02617914,-0.04179237,18746867.71632617,46096294.451
Neiro,NEIRO,0.0001084916981497167,45640769.70499147,-8.05301481,-16.76767306,24256376.04255971,420684443910.2426
Hivemapper,HONEY,0.008648846634042785,45527252.89118948,3.57341013,-15.54421575,803881.54019938,5263968112.4636135
MVL,MVL,0.001632316973800198,45138394.12804109,-1.7393995,-4.67673264,722860.74839217,27652958863.102654
Bancor,BNT,0.39087335941030804,45023960.29148272,-3.70954173,-12.81253251,3297063.37486217,115188101.74069732
USDH,USDH,1.0001570056801308,44661651.075449996,0.03525617,0.0413433,13716582.33234355,44654640.043319
ssv.network,SSV,3.020356740577156,44454923.58437414,-8.48875058,-12.82448679,10869806.81153154,14718434.7422084
Venom,VENOM,0.044735739906455775,44240035.251202114,-2.76531287,-11.4006713,1070920.24232819,988919270.0
IOST,IOST,0.0014689737118642138,44193972.13205903,-4.7709905,-15.29992213,5916507.01193493,30084930571.0
Hive,HIVE,0.08722024664838067,44104028.01910824,-5.2167852,-14.25605442,1394613.30932338,505662729.858
Particle Network,PARTI,0.10154856705278671,43597338.245291926,-1.90566613,-0.96697533,48043852.69219916,429324996.9999997
Gravity (by Galxe),G,0.004165675671292938,43143486.36001383,-6.32088105,-29.02384439,13095677.19182941,10356900000.0
Sign,SIGN,0.03195762442855295,43142793.07441936,7.46991752,-16.78500865,13628693.29803926,1350000003.0
KGeN,KGEN,0.21629760080971036,42973526.71560425,7.46867674,19.85030834,5492722.63029295,198677778.0
GMT,GMT,0.013750901596535445,42784557.36025502,-8.04135396,-17.77101229,9448487.08741918,3111400155.102167
ConstitutionDAO,PEOPLE,0.008403369519402508,42522203.84240863,-6.38300482,-13.32018092,16606283.96044285,5060137334.7
Gems,GEMS,0.07092180091345994,42472599.26853918,-14.54441459,-27.94632527,1457409.05691634,598865211.0
Balancer,BAL,0.6195431947485939,42332437.32854162,-1.66831828,-8.07692653,3128647.91379495,68328467.95407028
WOO,WOO,0.022332428841456392,42314465.94062386,-5.85685532,-16.60180162,3177190.97751993,1894754316.2915707
Powerledger,POWR,0.07420848945979061,42160454.22064549,-5.67537246,-15.05161107,2644605.72554957,568135189.485158
Orbs,ORBS,0.00954141724875281,42033979.70703855,-4.06190307,-9.05621677,3995313.3507946,4405423074.075599
EscoinToken,ELG,0.2667134528954012,41910618.25127303,-0.22411364,-1.9313836,396441.59319484,157137248.97
Spark,SPK,0.019669931051537495,41891320.9413459,-7.81733777,-16.01495061,37016591.50667873,2129713664.5566165
Tensor,TNSR,0.0905085066717625,41778961.3293013,-4.53998652,-8.51654592,24390578.72669816,461602592.5697413
BORA,BORA,0.03795527410307913,41741312.69486127,-7.00119375,-17.28670362,761593.63441183,1099750000.0
Biconomy,BICO,0.041572842330363756,41582936.67948185,-5.16217323,-15.58649652,6916160.39995253,1000242811.1370851
Liquity BOLD,BOLD,0.9985558975189764,41551958.96198614,0.25882078,0.30876573,134398.84902796,41612051.02811632
Stronghold SHx,SHX,0.0071709830525884975,41547994.878831014,-8.53861946,-23.45051696,1350689.56937867,5793905044.0
SwftCoin,SWFTC,0.004153884629868765,41538846.29868765,-2.50569776,-19.05697382,1041616.50272757,10000000000.0
TerraClassicUSD,USTC,0.007434718190897641,41511544.66905545,6.77922329,-30.44159313,54920245.65478129,5583472514.113342
AI Analysis Token,AIAT,0.28298334653103935,41425779.93718289,-0.41792687,-2.9686268,372812.34988102,146389462.2952275
Somnia,SOMI,0.2585537673419435,41420313.52817935,-17.13759446,15.99405387,61027895.0589598,160200000.0
Kyber Network Crystal v2,KNC,0.2166887578782596,41304476.656655975,-7.15512096,-16.10857821,5937413.31791512,190616610.94509444
Yield Guild Games,YGG,0.059749029483585056,40737801.61168187,-8.37171582,-18.19649566,15701774.410672,681815285.7675091
UnifAI Network,UAI,0.17038689516110336,40722467.9435037,7.15502745,32.72341768,6066011.26563762,239000000.0
Lava Network,LAVA,0.15345071770576194,40588707.81276831,-3.11724338,-3.82081075,3712003.63716727,264506471.0
Aegis YUSD,YUSD,0.9984827023536078,40597538.91188039,-0.04301361,-0.0968422,105728.02431915,40659231.0674832
Doodles,DOOD,0.005186881146341842,40457672.94146637,-1.28418771,4.36461803,12215596.57182328,7800000000.0
Flux,FLUX,0.0994472932060074,40457535.41780851,-11.2737113,-12.82464769,7147762.57320058,406823897.4991484
Arkham,ARKM,0.1793157496674131,40363975.25013469,-8.6584834,-16.27386837,37126532.08327415,225100000.0
Spell Token,SPELL,0.00023502038366367346,40308473.15940548,-5.59062196,-9.1895766,4454711.20579839,171510541047.746
Civic,CVC,0.040134698610270324,40134698.61027032,-2.62937873,-14.92720584,4529398.38741652,1000000000.0
sUSD,SUSD,0.9177713027366577,39975373.634341165,-0.97840956,-5.98242364,72186.68306852,43557009.80749838
Cysic,CYS,0.2482215366139241,39914023.087519,25.37487726,19.88502402,93791092.76172629,160800000.0
Osmosis,OSMO,0.052751570172563156,39858546.24631015,-7.16789996,-22.51654193,3899477.80076106,755589760.0
Shentu,CTK,0.2578020031193582,39618484.63428659,-4.26286722,3.62343193,4568335.13151528,153677955.0
CROSS,CROSS,0.11804370790142352,39570952.909031026,-9.90954639,-13.58459727,6029552.43147333,335222890.0
Klickl Token,KLK,0.3936210470199896,39362104.70199896,-2.54199388,-7.16582842,461606.76540263,100000000.0
Audius,AUDIO,0.02848627056446356,39312329.39296338,-7.36107737,-13.54398619,3145739.65913336,1380044794.0
Lisk,LSK,0.17353451778949214,39135751.320227,-11.60794479,-11.67186607,9577623.23880784,225521422.589257
Rocket Pool,RPL,1.7822265321677784,39124061.05735281,-7.08257288,-21.37498347,4797398.35805067,21952350.2490814
HotKeySwap,HOTKEY,0.41382755630215223,39123683.44164017,16851.21146694,13777.11027785,0.0,94541030.06391963
deBridge,DBR,0.020139909215979277,38762971.482060745,-1.70142901,-13.23932054,5716643.0626553,1924684519.0
CARV,CARV,0.12770305738604412,38757113.48616288,3.91741613,-11.80270141,10159360.12595745,303494014.0
BOOK OF MEME,BOME,0.0005574717525072391,38407191.27252831,-7.46184546,-17.16538665,19966935.53709782,68895313708.34718
Apertum,APTM,0.5695105008399304,38383341.451336734,9.59475052,15.55505754,1351691.51312329,67397074.144775
Ergo,ERG,0.4643895794711988,38346168.452809654,1.38131797,-7.88632006,282348.94531324,82573275.0
U.S. Dollar Tokenized Currency (Ondo),USDon,0.9995585993163957,38284347.64362416,-0.01677093,-0.0447089,59106477.44254109,38301253.84325347
Xertra,STRAX,0.018757133284258626,38244026.758298196,-5.66059919,-19.29661076,1193950.26327521,2038905742.0833797
Bonfida,FIDA,0.03849685674292237,38146960.23749876,-6.63050822,-13.10790189,3086610.00195838,990911037.02933
Big Time,BIGTIME,0.018567645513172356,38067257.33844866,-7.74905158,-17.03724388,11470202.83599919,2050193025.8978064
Illuvium,ILV,5.554435600109369,37708150.90209484,-8.52096691,-18.61369689,8830545.61968337,6788835.73721736
Subsquid,SQD,0.040015798746223505,37589213.50168462,-13.28661887,-15.52413668,4965408.69934655,939359320.05436
Avici,AVICI,2.902310279269244,37439759.06791906,-12.69913583,-21.98120842,4176848.36276302,12899985.0
Momentum,MMT,0.1833840673636027,37427848.98341905,-2.64640547,-10.51666049,87272223.64292398,204095424.0
Solar,SXP,0.056035829506533644,37311735.960290745,-7.82844595,-21.19960784,8196301.31862656,665854976.875827
Metaplex,MPLX,0.06771442053817324,37295659.0255511,-4.963428,-15.86382852,4679571.93781885,550778678.0
HarryPotterObamaSonic10Inu (ERC-20),BITCOIN,0.03730231338691505,37294784.101469465,-9.50107515,-4.97941358,6557556.21721209,999798155.0
Cyber,CYBER,0.642918187336451,37267352.571626164,-10.00119654,-25.1101553,9105977.02252516,57965933.0
TROLL (SOL),TROLL,0.037247702457190834,37206310.87857828,3.68760146,24.12289351,6008947.09879272,998888748.140637
Liquity USD,LUSD,0.9997109720721946,37102198.14348859,-0.15110029,-0.20659067,19638.9953527,37112924.81524274
